GM,Ip,BF,VL,St,TA,Gs,Gr
0.00700696,0.00318836,0.000693512,0.000580909,0.000560843,0.000757241,0.000564525,0.000935734
0.00671584,0.00333171,0.000648243,0.000559095,0.000572003,0.000711338,0.000579236,0.00113462
0.00524696,0.00373046,0.000659298,0.000612204,0.000610466,0.000713823,0.000579609,0.00111591
0.00462044,0.00384987,0.000704964,0.000631762,0.000622434,0.000638196,0.000603287,0.00113051
0.00418196,0.00380414,0.000698155,0.000635495,0.0006372,0.000605038,0.000640307,0.00114286
0.0037977,0.00390689,0.000689558,0.000682461,0.000624195,0.000589791,0.000679358,0.00110189
0.0036811,0.00382646,0.000697789,0.000719115,0.000629145,0.000563126,0.000696382,0.00117736
0.00256414,0.00408393,0.00072002,0.000745598,0.000606663,0.000594527,0.000709308,0.00107952
0.00127621,0.00463083,0.0007073,0.000842063,0.000577426,0.000564074,0.00068602,0.000910837
0.00247636,0.00477565,0.000698365,0.000821749,0.000572912,0.000582428,0.000698166,0.000987595
0.00267214,0.00472383,0.000722558,0.000820715,0.00059156,0.000576346,0.000694818,0.00109595
0.00272013,0.00425847,0.000733798,0.000875241,0.000604931,0.000553333,0.000672441,0.00123019
0.00275247,0.00437757,0.000713464,0.000827531,0.000607219,0.000569085,0.000604339,0.00125752
0.00268348,0.00429574,0.000685083,0.000786627,0.000552774,0.000599408,0.000566616,0.00120135
0.00271467,0.00397485,0.000689568,0.000874112,0.000579013,0.000880931,0.000598673,0.00129567
0.00199712,0.00333124,0.000720222,0.000745647,0.000556852,0.000980181,0.0005897,0.00127386
0.00117977,0.00293264,0.000686664,0.00069448,0.000531832,0.000986992,0.000563028,0.0012549
0.000964138,0.00282672,0.000648173,0.000678732,0.000487348,0.00100335,0.00054629,0.00120097
0.000926939,0.00271881,0.000639211,0.000620578,0.000494779,0.00108338,0.000545854,0.00111049
0.000879821,0.00282297,0.000662549,0.000640813,0.00047299,0.00112992,0.000563367,0.0013821
0.000860865,0.00309715,0.000672717,0.000844154,0.000462602,0.00112388,0.000524113,0.00149418
0.00082858,0.00226135,0.000674962,0.000702971,0.00046583,0.000878852,0.000536547,0.00158012
0.000847167,0.00273708,0.00067999,0.000791562,0.00044228,0.000812987,0.000552419,0.00157538
0.0006193,0.00273498,0.000670859,0.0008632,0.000455276,0.000835174,0.000591136,0.0015557
0.000533924,0.00255003,0.000633189,0.000855572,0.000485124,0.00114242,0.000600328,0.00161212
0.000515545,0.00264556,0.000618466,0.000846526,0.000463676,0.00106931,0.000596539,0.00163499
0.00054563,0.0024238,0.000573799,0.000835219,0.000460107,0.00116641,0.000627372,0.00143279
0.00049639,0.00197414,0.000538727,0.000666591,0.000474542,0.00124985,0.0006521,0.00130776
0.000484602,0.00195146,0.000538439,0.000678895,0.000498226,0.0013785,0.000616584,0.00129799
0.000467856,0.00154685,0.000517609,0.000639149,0.000484685,0.00151004,0.000599899,0.00133747
0.000479191,0.00150108,0.000570435,0.00064995,0.000530031,0.00143641,0.000596069,0.00140047
0.000495602,0.00156145,0.000655162,0.000625414,0.000550713,0.0012284,0.000557584,0.00180398
0.000584354,0.00128577,0.000794225,0.000656847,0.000556285,0.00131882,0.000623657,0.00233034
0.000606783,0.00131646,0.000916526,0.000663372,0.000561941,0.00123182,0.000603448,0.00239075
0.000666732,0.0012938,0.000954365,0.000714984,0.000554679,0.000952089,0.000638345,0.00243828
0.00071745,0.00107205,0.000995397,0.00065968,0.000540347,0.000794402,0.000691123,0.00229594
0.000589772,0.000970763,0.000830584,0.000659931,0.00052699,0.00059014,0.000698714,0.00141607
0.000547457,0.000951022,0.000819097,0.000644548,0.00056857,0.000583584,0.00066249,0.00125182
0.000601075,0.000890349,0.000795977,0.000635554,0.000672238,0.000584347,0.000610636,0.00138154
0.00064859,0.000835727,0.000798809,0.000612337,0.000664989,0.000584752,0.000641711,0.00271065
0.000689191,0.000867473,0.00072107,0.000579297,0.000648289,0.000602162,0.000652551,0.00287375
0.000602251,0.000813563,0.00071298,0.000601011,0.000531318,0.000656834,0.000685723,0.00307807
0.00060776,0.00144512,0.0006318,0.000590649,0.000662204,0.00059108,0.000659806,0.00370611
0.000566907,0.00136793,0.000661744,0.000588415,0.000671838,0.000599904,0.000635124,0.00374832
0.000567478,0.00146466,0.000702543,0.000589507,0.000640437,0.000602092,0.000626847,0.00320228
0.000572743,0.000843684,0.00069901,0.000597354,0.000477477,0.000656781,0.000593514,0.00149109
0.000630404,0.00109769,0.000708519,0.0005836,0.000494037,0.000652503,0.000548524,0.00127813
0.000637338,0.00118789,0.000676237,0.000554328,0.000533229,0.000603336,0.000517598,0.00136887
0.000628338,0.00116886,0.000641131,0.000535472,0.000581209,0.000611937,0.000518449,0.00120073
0.000637551,0.000899652,0.00065834,0.00051255,0.000574082,0.00059769,0.000691196,0.00244139
0.000650047,0.00084674,0.000611396,0.000490469,0.000587354,0.000616087,0.000763954,0.00307451
0.000597833,0.00076504,0.000637872,0.000494317,0.000562412,0.000592415,0.000793035,0.00302826
0.00057185,0.000875499,0.000632664,0.000554815,0.000593188,0.000619702,0.000704944,0.00176536
0.000560414,0.000856095,0.000681624,0.000562328,0.000584535,0.000608303,0.000626079,0.000988563
0.000593761,0.000866978,0.00071166,0.000607459,0.00059891,0.000622537,0.000565035,0.00114127
0.000589878,0.00107674,0.000686784,0.000664539,0.000578131,0.000595534,0.000531333,0.00157865
0.000591252,0.00107155,0.000693905,0.000657439,0.000603858,0.000585803,0.000526775,0.00260598
0.000570518,0.00142764,0.000690374,0.000639914,0.000633586,0.000612107,0.000569668,0.00263077
0.000592294,0.00151626,0.000689701,0.000682388,0.000658466,0.000615602,0.000637031,0.00225474
0.000566867,0.0020709,0.000671932,0.00078838,0.00060926,0.00064976,0.000656371,0.00127715
0.000586821,0.00174612,0.000665533,0.000786962,0.000551856,0.000599674,0.000707415,0.00120517
0.000619349,0.00137044,0.000649859,0.00068959,0.000522581,0.000600765,0.000694523,0.00144315
0.000589346,0.000773965,0.000653736,0.000635687,0.000506301,0.000663414,0.000782606,0.00199146
0.000546731,0.000705239,0.000669353,0.00063676,0.000528783,0.000714459,0.000782773,0.00254359
0.000498132,0.00101435,0.000670143,0.000596202,0.000544453,0.000710321,0.000825693,0.00382264
0.000499311,0.00115459,0.000626176,0.00056392,0.000612014,0.000618215,0.000768794,0.00345295
0.00051431,0.00114915,0.00058966,0.000575622,0.000602999,0.000556946,0.000738555,0.00310116
0.000572243,0.00100879,0.000581196,0.000596617,0.000594166,0.000572117,0.000666403,0.00173404
0.0005757,0.000939016,0.000588702,0.000649602,0.000509826,0.000556392,0.000655968,0.00166757
0.000605546,0.000973895,0.000643054,0.000638845,0.000533882,0.00059646,0.000605774,0.00157636
0.000583946,0.00120044,0.000705871,0.000623875,0.000542877,0.000637178,0.00061125,0.00135911
0.000730319,0.00151036,0.000781965,0.000662184,0.000585426,0.000631322,0.000639632,0.00134264
0.000777247,0.00149516,0.000795828,0.000723424,0.000608529,0.000623509,0.000627306,0.0012172
0.000729824,0.00132616,0.000713076,0.000752572,0.000579424,0.000547416,0.000628913,0.00119066
0.000626577,0.00107201,0.000650549,0.000785613,0.000581847,0.000583433,0.000576046,0.00112893
0.000553014,0.00126852,0.000585361,0.000711948,0.000580037,0.000519869,0.000597924,0.00115445
0.000561865,0.00114819,0.000623378,0.000809478,0.000609744,0.000490409,0.000609487,0.00124946
0.000527619,0.00103329,0.00063372,0.000756796,0.000627828,0.000453619,0.000597878,0.0011842
0.000534809,0.000873967,0.000720436,0.000758185,0.000634231,0.000467329,0.000564023,0.00168587
0.0005219,0.000768118,0.000689146,0.000661665,0.000641011,0.000553882,0.000519304,0.00207346
0.000537811,0.00072735,0.000717586,0.000650899,0.000689113,0.00057228,0.000545454,0.00209259
0.000536291,0.000755021,0.000644823,0.000671766,0.000720273,0.000636149,0.000580114,0.0016707
0.00057401,0.000932821,0.000668138,0.000715375,0.000755255,0.000609289,0.000578936,0.00134688
0.000617383,0.000892788,0.000649141,0.000667447,0.00077703,0.000634798,0.000598612,0.00155107
0.000639182,0.000931444,0.000648458,0.000704428,0.000827417,0.000584338,0.000676946,0.0018393
0.000605248,0.000696079,0.000634325,0.000585879,0.00073319,0.000595101,0.000697197,0.00193914
0.000580383,0.000700593,0.000604361,0.000726159,0.000604747,0.000566358,0.000698976,0.00176577
0.000589412,0.000649991,0.000672372,0.000723446,0.000503633,0.000589061,0.000633599,0.00145979
0.000606636,0.000717362,0.00069179,0.000793439,0.000506493,0.000586639,0.000640904,0.00123741
0.000591058,0.000760903,0.000730775,0.00080172,0.000620301,0.000571347,0.000618491,0.0012027
0.000560236,0.000922851,0.000679208,0.00072796,0.000624605,0.000608349,0.000649395,0.00116412
0.000614197,0.000870355,0.000680609,0.000708195,0.000662517,0.000651246,0.000564374,0.00118137
0.00058864,0.000871944,0.000706784,0.000546825,0.000550507,0.000701835,0.000851058,0.00108476
0.000658636,0.000693762,0.000747195,0.000613215,0.00064375,0.000711405,0.000926319,0.00123459
0.000612823,0.000792928,0.000783268,0.000646959,0.000664732,0.000707805,0.000975705,0.00119576
0.000654251,0.000911072,0.000776273,0.000677656,0.000709003,0.000680709,0.000685716,0.00128042
0.000609458,0.00133851,0.000757106,0.000694077,0.000664847,0.000653487,0.000578263,0.00125666
0.000591563,0.0017775,0.000691886,0.000781325,0.000700147,0.000611438,0.000579904,0.00116844
0.000571184,0.00185996,0.000708088,0.000774146,0.000649203,0.000606436,0.000595699,0.00106007
0.000580311,0.00154917,0.000712179,0.00080677,0.000708422,0.000576557,0.000621463,0.000782881
0.000570398,0.00214111,0.00071621,0.000676007,0.000598021,0.000556429,0.000561158,0.000729767
0.000657719,0.00212314,0.000671556,0.00068392,0.000630537,0.000547647,0.000497549,0.00152804
0.000668698,0.00201647,0.000677374,0.000662668,0.000574178,0.000573197,0.000496389,0.00192997
0.000755536,0.00100392,0.000678078,0.000912328,0.000798537,0.000583754,0.000555756,0.00209045
0.000701661,0.000737689,0.000909779,0.000921821,0.000863912,0.00058986,0.000648161,0.00144449
0.000726728,0.000952755,0.00103792,0.000869654,0.000784783,0.000533198,0.00071523,0.00129277
0.000696135,0.000907108,0.000989406,0.000711715,0.000624213,0.000571498,0.000687805,0.00149562
0.000718641,0.000888438,0.00126359,0.000737877,0.000563777,0.00057622,0.000628132,0.00166872
0.000692972,0.000599406,0.00107923,0.000710596,0.00062982,0.000606596,0.000568006,0.00184707
0.000673499,0.000710066,0.00111061,0.000609176,0.000602878,0.000626486,0.000762087,0.00166729
0.000620549,0.000709088,0.00068797,0.000552747,0.000565532,0.000597888,0.000907343,0.00173887
0.000564943,0.000925568,0.000633405,0.000617844,0.000557752,0.000605177,0.000893266,0.00171125
0.000555705,0.000848932,0.000638676,0.000752294,0.000539611,0.000565452,0.000656984,0.00152363
0.000555167,0.000803494,0.000629136,0.000710062,0.000565675,0.000575939,0.000531762,0.00134736
0.000562035,0.000630066,0.000629387,0.00061532,0.000535801,0.000562209,0.000771065,0.00127733
0.0005616,0.000805538,0.000666901,0.000456666,0.000606112,0.000562789,0.00087861,0.00124717
0.000513789,0.000862064,0.000678414,0.000433032,0.000584689,0.000584461,0.000891734,0.00121878
0.000557297,0.00106683,0.000716021,0.00044302,0.000590837,0.000588514,0.000665148,0.000977642
0.00060276,0.00104275,0.000694729,0.000468898,0.000555209,0.000616393,0.000570707,0.00101774
0.000624516,0.000993833,0.000725147,0.000529743,0.000588297,0.000616884,0.000553143,0.00095184
0.000632251,0.000813754,0.000676527,0.000639821,0.00061316,0.000636857,0.000538931,0.000894149
0.000626384,0.000674255,0.000737361,0.000744981,0.000643377,0.000645855,0.000549526,0.00091574
0.000636525,0.000719538,0.000742185,0.000884316,0.000675037,0.000675481,0.00053865,0.000977376
0.000620144,0.000995023,0.000707728,0.000821729,0.000652268,0.00067042,0.000582846,0.00108736
0.000625079,0.00126627,0.000724904,0.00077556,0.000658482,0.0006443,0.000572642,0.00154679
0.000576628,0.00148298,0.000693155,0.000610057,0.00062031,0.000614186,0.00055031,0.00174889
0.000517812,0.00155368,0.000693434,0.000573329,0.00057383,0.000576178,0.000534472,0.00172206
0.000579445,0.00174381,0.000647323,0.000509919,0.00055877,0.000580058,0.000762787,0.00140695
0.00317628,0.00285132,0.000670449,0.000563444,0.000554949,0.000613752,0.00105108,0.00127536
0.00675521,0.00306896,0.000741143,0.000557082,0.000590861,0.000655753,0.00305016,0.00188829
0.0100901,0.00273055,0.000706406,0.000529777,0.000615792,0.000804456,0.00395463,0.00281689
0.0170994,0.00168924,0.00074786,0.00052718,0.000742423,0.00145087,0.00652218,0.00363497
0.01728,0.00207512,0.000657402,0.000514157,0.00088909,0.00295651,0.00873543,0.00582077
0.0207874,0.00210509,0.000682615,0.000577032,0.000876911,0.00391511,0.0136939,0.00958913
0.0170669,0.00226749,0.000636317,0.000604773,0.000900099,0.00439699,0.0143623,0.0103286
0.0139191,0.00217429,0.000647435,0.00061237,0.000866711,0.00433926,0.0138787,0.0110585
0.0131847,0.00231854,0.000652437,0.000596586,0.000833753,0.0041946,0.0140976,0.0116674
0.0129815,0.0022847,0.000667428,0.000588279,0.000811544,0.00414509,0.0120967,0.011022
0.0115629,0.00189363,0.000690427,0.000596078,0.000775817,0.00456694,0.0112577,0.0102379
0.0115525,0.00182479,0.000669399,0.000610152,0.000762102,0.00412244,0.0114912,0.00952801
0.0099628,0.0018212,0.000674977,0.000620647,0.000742662,0.00373933,0.0110663,0.00968822
0.00905636,0.00180761,0.000664148,0.000638533,0.000746209,0.00448002,0.010795,0.00999099
0.0104971,0.0020377,0.000680577,0.00063406,0.000759399,0.00517881,0.00863286,0.0077552
0.0102684,0.00190331,0.000666596,0.000621912,0.000744621,0.00520811,0.00800952,0.00715822
0.00974737,0.00172057,0.00069536,0.000604389,0.000742247,0.00492674,0.00718134,0.00618639
0.00927114,0.00166299,0.000705312,0.000610488,0.000753722,0.00505804,0.00750567,0.00598496
0.00875394,0.00145671,0.000698122,0.00061638,0.000725219,0.00608385,0.00714602,0.00504328
0.00823682,0.00139681,0.000682596,0.000625614,0.000701629,0.00646062,0.00698501,0.00513466
0.00833225,0.00126933,0.000685266,0.00062504,0.000683721,0.00610526,0.00784111,0.00545145
0.00839056,0.00116293,0.00066777,0.000629538,0.000662818,0.00697021,0.00699462,0.00555184
0.00874321,0.00123892,0.000649049,0.000625977,0.000624366,0.00740138,0.00601721,0.00442139
0.00779625,0.00122315,0.000661366,0.000599558,0.000626239,0.0075149,0.00492922,0.00353028
0.00714437,0.00107947,0.000660717,0.000584955,0.000623233,0.00779346,0.00398387,0.00316716
0.00876623,0.00133054,0.000676548,0.000580239,0.000608984,0.00800592,0.00361002,0.00293293
0.00895288,0.00139539,0.000713999,0.000595666,0.000585586,0.00799084,0.00287894,0.00262422
0.00920262,0.001441,0.000676947,0.000568083,0.00056414,0.00774634,0.00226341,0.00228496
0.00970457,0.0014582,0.000661057,0.000533809,0.000572767,0.0067254,0.00209058,0.00212459
0.0111338,0.00159603,0.000647248,0.000526299,0.000547398,0.00678115,0.00184146,0.00160605
0.0119681,0.00185017,0.000646304,0.000519477,0.000522321,0.00648489,0.000831413,0.00134617
0.0118655,0.00181401,0.000654021,0.0004941,0.000538933,0.00547208,0.000693953,0.00113386
0.0101264,0.00167701,0.000633531,0.000506028,0.000544508,0.00436742,0.000688015,0.00104483
0.00847831,0.00158366,0.000654833,0.000488691,0.000506833,0.00360568,0.000676361,0.00108869
0.00659041,0.00159002,0.000619463,0.000508582,0.000532182,0.00292578,0.000668752,0.000936246
0.00546025,0.00146115,0.000624629,0.000480019,0.000504601,0.00239114,0.000686331,0.000892757
0.00560482,0.00153463,0.000602961,0.000458989,0.000509466,0.0021428,0.00067243,0.000902865
0.00663788,0.00158796,0.00060065,0.00049292,0.000526796,0.00209842,0.000629114,0.0009587
0.00639471,0.00161986,0.000597157,0.00050458,0.000530581,0.00202988,0.000622528,0.000950746
0.00488317,0.00148956,0.000609497,0.000531301,0.000540533,0.00168365,0.000606561,0.00101656
0.00459862,0.00139217,0.000615462,0.000549977,0.000571935,0.00165335,0.000600417,0.00111158
0.00504594,0.00151504,0.000632934,0.000551731,0.000549082,0.00182022,0.000610632,0.00115141
0.00517142,0.00173201,0.000653877,0.000562282,0.000564135,0.00193144,0.000606411,0.0011458
0.00512177,0.00199311,0.000656689,0.000563026,0.000537003,0.00177388,0.000582353,0.00109542
0.0048166,0.00207505,0.000625086,0.000570553,0.000518496,0.00166684,0.000565445,0.00115618
0.00498806,0.00210379,0.000642413,0.000595575,0.000566637,0.00174409,0.000559953,0.00113686
0.00462077,0.00215055,0.00065707,0.000606276,0.000558539,0.00178946,0.000576248,0.00116471
0.00454031,0.00241886,0.000671316,0.000608034,0.000574518,0.00214377,0.000568415,0.00119079
0.00481427,0.0025596,0.000713524,0.000610715,0.000536599,0.00195405,0.000582291,0.00122492
0.00497257,0.00257675,0.000696987,0.000606052,0.000522273,0.00184211,0.000589496,0.00122425
0.0048137,0.00245799,0.000701725,0.000580791,0.000497152,0.00178555,0.000599548,0.00160274
0.00479494,0.00227671,0.000693549,0.000581853,0.00050197,0.00169266,0.000605344,0.0019246
0.00472492,0.00211541,0.000683397,0.000581227,0.000537871,0.00155842,0.000609279,0.00202412
0.00569551,0.00212727,0.000690685,0.000567971,0.000561269,0.00148,0.000618535,0.00208528
0.00734167,0.00233052,0.000702448,0.000573599,0.000539317,0.00139628,0.000647615,0.00211456
0.00721355,0.00242395,0.000692468,0.000582842,0.000524901,0.00128766,0.00067054,0.00219647
0.00727248,0.00238455,0.000668657,0.00058352,0.000536197,0.00118966,0.000640286,0.00216758
0.00612014,0.00223048,0.000630294,0.000562773,0.00050157,0.000903016,0.000612662,0.00212092
0.00583812,0.00241668,0.000600632,0.000587287,0.000504275,0.000841023,0.000614035,0.00204363
0.00585664,0.00251465,0.000586346,0.000647949,0.000510633,0.000835547,0.000599444,0.00205018
0.00630982,0.00266136,0.000607768,0.000668586,0.000504208,0.000930566,0.000598739,0.00164063
0.0064137,0.0030883,0.0005691,0.000670757,0.000510183,0.00101533,0.000624172,0.00134998
0.00642135,0.00328776,0.000579701,0.000685514,0.000508244,0.00094372,0.000614954,0.00125816
0.00510637,0.0032113,0.000584138,0.000686395,0.000515689,0.00092024,0.000606623,0.00116373
0.00383685,0.00358815,0.000560731,0.000770726,0.000526553,0.000885467,0.000579513,0.00111956
0.00401765,0.00371625,0.00058292,0.000751148,0.000582183,0.000866047,0.000573569,0.00106336
0.00387769,0.00363143,0.000609682,0.000757793,0.000544656,0.000868027,0.000682981,0.00123288
0.00411065,0.00359778,0.000707734,0.000812887,0.000579554,0.000865894,0.000767352,0.00130706
0.00397234,0.0034113,0.000706397,0.000792321,0.000579435,0.000876329,0.000759534,0.00143257
0.00382272,0.0037004,0.000723571,0.000755828,0.00060652,0.000847882,0.000731618,0.00143063
0.00276089,0.00356765,0.000674259,0.000739708,0.00064328,0.000658367,0.000709693,0.00139301
0.00229083,0.00329286,0.00068813,0.000744848,0.000636818,0.000602739,0.000687867,0.00136931
0.00224217,0.00323402,0.000686845,0.000850276,0.000604157,0.000616413,0.000708107,0.00136438
0.00228862,0.00344096,0.000683259,0.000872941,0.000615602,0.000585406,0.000706442,0.00137701
0.00149072,0.00347706,0.000691312,0.000831754,0.000608683,0.000597552,0.000712718,0.00133391
0.0012108,0.00340093,0.00067577,0.000950606,0.000594456,0.000677556,0.000690791,0.00138725
0.00114746,0.00355112,0.000627657,0.000949076,0.000645095,0.000741207,0.000572708,0.00124423
0.00089906,0.003547,0.000567796,0.000900808,0.000665443,0.000759632,0.000506914,0.00125947
0.00087894,0.00341755,0.000565831,0.000904735,0.000727373,0.000772619,0.000528001,0.00106436
0.000905082,0.00346811,0.000575233,0.00104524,0.000731397,0.000799912,0.000539995,0.00108048
0.000862739,0.00353154,0.000619099,0.00123042,0.000732628,0.000791657,0.000546846,0.00119837
0.000882495,0.00359023,0.000627416,0.00127714,0.000748437,0.00076875,0.000552991,0.00119137
0.000805947,0.00409314,0.00064469,0.00115804,0.000754288,0.000771092,0.000566106,0.00118942
0.000667415,0.0037137,0.000617396,0.00126426,0.000746201,0.000804959,0.000543379,0.00122689
0.000676451,0.00320804,0.000647355,0.00136983,0.000724593,0.000902864,0.000577435,0.00129236
0.000655688,0.00355857,0.000652637,0.00130862,0.000679159,0.000808798,0.000632171,0.00123204
0.000623625,0.00334694,0.000659715,0.00128859,0.000654294,0.000746817,0.000656976,0.00116681
0.000633268,0.00331044,0.000678312,0.001277,0.000619547,0.000732269,0.000647835,0.00117713
0.000599678,0.00332379,0.000677074,0.0013002,0.000568621,0.000740388,0.000609859,0.00123825
0.000646288,0.00298311,0.000663101,0.00110444,0.0005696,0.000753954,0.000619837,0.00118474
0.000871949,0.00307219,0.000669213,0.000983701,0.000539513,0.000758776,0.000624917,0.00117815
0.000891884,0.00298499,0.00065366,0.000990614,0.000527829,0.000777446,0.000609278,0.00116468
0.000907622,0.00246094,0.000648742,0.000978073,0.000532269,0.000799002,0.000570932,0.00115636
0.000907161,0.00229296,0.000637151,0.000806879,0.000536734,0.000733539,0.000573428,0.00120351
0.000899751,0.00229568,0.00057777,0.000674677,0.000545061,0.000772951,0.000559298,0.00118214
0.000898102,0.00180069,0.000554787,0.000657306,0.000564583,0.000922236,0.000533634,0.00118525
0.000926486,0.00177625,0.00055006,0.000658329,0.000550594,0.00110826,0.000528344,0.00115097
0.000918295,0.00181868,0.000558171,0.000675048,0.000559409,0.00113136,0.000539013,0.00111844
0.000900371,0.00169676,0.000596268,0.000673895,0.000568924,0.00113758,0.000564507,0.00105233
0.000772613,0.00176496,0.000573086,0.000757047,0.000583857,0.00113133,0.000549298,0.00114344
0.000610476,0.00156549,0.000555984,0.000842463,0.000589775,0.00113003,0.000590181,0.000969882
0.00055832,0.00142994,0.000544665,0.00081817,0.000637845,0.00109001,0.000591791,0.000988697
0.000531912,0.00138842,0.000566347,0.000840214,0.000637698,0.00108611,0.000602459,0.0010006
0.000530833,0.00143535,0.000589153,0.000851583,0.000655215,0.00113928,0.000569571,0.00123989
0.000506913,0.00169955,0.00060415,0.000846615,0.00062854,0.00100167,0.000550641,0.00154984
0.000516325,0.00204953,0.000641045,0.000805225,0.000640533,0.000888489,0.000545193,0.00169653
0.000498709,0.00188777,0.00066756,0.000745711,0.00061863,0.000926165,0.000586245,0.00197364
0.000534888,0.00162331,0.000738691,0.000586851,0.000523729,0.000932098,0.000611182,0.00194114
0.000577965,0.001268,0.000792195,0.000585105,0.000526675,0.000933635,0.000709138,0.00178076
0.000655784,0.00113084,0.000764283,0.000689349,0.000522657,0.00071771,0.000733614,0.00204301
0.000659842,0.00112037,0.000727342,0.000717802,0.0005652,0.000696799,0.000779699,0.00287373
0.000601343,0.00116187,0.000634806,0.000674371,0.000605148,0.000666525,0.000860941,0.00483328
0.00058988,0.000997103,0.000597532,0.000639577,0.000564696,0.000612751,0.000901004,0.00507022
0.000514901,0.000770225,0.000610242,0.000535446,0.000668022,0.000561868,0.00087508,0.00451699
0.000537552,0.000786608,0.000609163,0.000575979,0.000624114,0.000557437,0.000670106,0.00311768
0.000539953,0.000976793,0.000630735,0.000607166,0.000599719,0.000581643,0.000618852,0.00169168
0.000597786,0.000931095,0.000704373,0.00059012,0.000591505,0.00065668,0.00061811,0.0010803
0.000550076,0.000805754,0.000724128,0.000560474,0.000578021,0.00061387,0.000597855,0.00146012
0.000595908,0.000806584,0.000722723,0.000550462,0.0006385,0.000602706,0.000614505,0.00159836
0.000588439,0.0006283,0.000707687,0.000569135,0.000646914,0.000530889,0.000734971,0.00202179
0.000526856,0.000736481,0.000632108,0.000533355,0.000599516,0.00049859,0.000882619,0.00250633
0.000533107,0.000682863,0.000688552,0.000532153,0.000642799,0.000473294,0.00106179,0.00318473
0.000486851,0.00063181,0.00069812,0.000515935,0.000677333,0.000547364,0.00119272,0.00403922
0.000501541,0.000640732,0.00067737,0.000533583,0.000651808,0.000552645,0.00114095,0.00425269
0.000599035,0.000678031,0.000704539,0.000622318,0.000708093,0.000599679,0.000980937,0.00401368
0.000672212,0.000718556,0.000682866,0.000646155,0.000670743,0.000586348,0.000869331,0.00308861
0.000663162,0.000711587,0.000762268,0.000562566,0.000664008,0.000548632,0.000919763,0.00360846
0.000592116,0.000750624,0.000773669,0.000524959,0.000705614,0.0005846,0.000978816,0.00345714
0.000596348,0.000865656,0.00073533,0.000519158,0.000650773,0.000534186,0.0010099,0.00373013
0.000581625,0.000940754,0.000685554,0.000509016,0.000673666,0.000515571,0.0008073,0.00233562
0.00062284,0.00100483,0.000669787,0.000544335,0.000643864,0.000516488,0.000689876,0.00193476
0.000603642,0.000816255,0.000698843,0.00056179,0.000653814,0.00048541,0.000652312,0.00160289
0.000644319,0.000902996,0.000704061,0.000563025,0.000632852,0.000588165,0.000789317,0.002861
0.000648558,0.000959488,0.000749345,0.000585827,0.000697435,0.000629478,0.000729865,0.00249691
0.000615426,0.0010147,0.000769481,0.000551692,0.000741747,0.000672737,0.000736427,0.00247834
0.00060766,0.00091398,0.000721335,0.000466216,0.000657276,0.000706069,0.0007405,0.0024508
0.000537439,0.000944127,0.000765459,0.000521424,0.000670255,0.00062032,0.00073906,0.00215757
0.000525214,0.000901589,0.000704248,0.000506474,0.000596474,0.000582843,0.000812072,0.0022818
0.000570257,0.000747811,0.000739739,0.000561257,0.000530581,0.000613433,0.000832399,0.00223707
0.000593939,0.000754124,0.000717596,0.000597579,0.00049884,0.000619809,0.000699969,0.00241188
0.000600522,0.00065509,0.000676111,0.000654331,0.000554486,0.000614828,0.000664147,0.00260885
0.000589984,0.000854598,0.000684222,0.000708154,0.000597147,0.000636419,0.000598932,0.00275216
0.000553498,0.00104785,0.00071586,0.000709799,0.000663323,0.000616883,0.000568701,0.00210002
0.000530967,0.00102054,0.000700902,0.000729956,0.00070972,0.000610521,0.000509355,0.00171489
0.000582767,0.000878,0.000716472,0.000741022,0.000606325,0.00058227,0.00053458,0.00181959
0.000535951,0.000737545,0.000640514,0.000698485,0.000595934,0.000615307,0.000585619,0.00201407
0.000608768,0.000681153,0.000686058,0.00070049,0.000594916,0.000607316,0.000595997,0.00198829
0.000624231,0.000945532,0.000718894,0.000694846,0.000660008,0.000633783,0.000607333,0.00180637
0.000621787,0.00114349,0.000686085,0.000664632,0.00067824,0.000656342,0.000586411,0.0015315
0.000625576,0.00116654,0.000674761,0.000666262,0.000669995,0.000629539,0.000618538,0.00152055
0.000590145,0.00110708,0.000685414,0.000663008,0.000609336,0.000604395,0.000648988,0.00122486
0.00055342,0.000713724,0.00066287,0.000656567,0.000506831,0.000589774,0.000640343,0.00126762
0.000608802,0.000625465,0.000690365,0.000661437,0.000612008,0.00059113,0.00070812,0.0012128
0.000609179,0.000696595,0.000682079,0.000720099,0.000622993,0.000647607,0.000673044,0.0011079
0.000618679,0.000857102,0.000693471,0.000690377,0.000607718,0.000687631,0.000663368,0.000909853
0.000570148,0.000920261,0.00071886,0.00067617,0.000609642,0.000702454,0.000582044,0.000919607
0.000525213,0.000908371,0.000655114,0.000626466,0.000490791,0.00071047,0.000532369,0.000891534
0.0005272,0.000958731,0.00060167,0.00064672,0.000512016,0.000673927,0.000535092,0.00111272
0.000601513,0.000994491,0.000603249,0.000601242,0.000640251,0.000711914,0.000551899,0.00103229
0.000564157,0.0010747,0.000583742,0.000587873,0.000697584,0.000634141,0.000574362,0.000972988
0.000609236,0.00133706,0.000653582,0.000617866,0.000702285,0.000590244,0.000549934,0.000877029
0.000584363,0.00127285,0.000689018,0.000610254,0.000654003,0.000586581,0.000586707,0.000869665
0.000548621,0.0011086,0.000707309,0.000696862,0.000547232,0.000630285,0.000553838,0.000974074
